date,city,cid,industry,platform,number,amount
202209,臺中市,B,出版業,使用載具,1622,6183756
202209,高雄市,E,其他專業、科學及技術服務業,無載具,1653,6160686
202209,臺中市,B,石油及煤製品製造業,無載具,130564,50912210
202209,高雄市,E,砂、石採取及其他礦業,無載具,75,4663560
202203,臺中市,B,專門設計業,無載具,6861,10414913
202203,彰化縣,N,非金屬礦物製品製造業,無載具,9022,7934843
202203,新北市,F,租賃業,使用載具,4849,14005801
202203,高雄市,E,廣告業及市場研究業,無載具,38,66598
202203,彰化縣,N,未分類其他服務業,無載具,601,4350762
202404,臺北市,A,研究發展服務業,無載具,314,53279104
202203,臺中市,B,飲料製造業,無載具,4440,3947143
202203,桃園市,H,汽車及其零件製造業,無載具,477,329455387
202404,苗栗縣,K,廣播、電視節目編排及傳播業,使用載具,37483,45879018
202203,彰化縣,N,其他製造業,使用載具,541,392037
202203,連江縣,Z,電力及燃氣供應業,使用載具,2930,8380260
202404,新北市,F,研究發展服務業,無載具,339,23846259
202203,新北市,F,汽車及其零件製造業,使用載具,160617,374602809
202404,新北市,F,成衣及服飾品製造業,無載具,2439,5816377
202404,臺南市,D,藥品及醫用化學製品製造業,使用載具,533,829371
202203,彰化縣,N,個人及家庭用品維修業,無載具,7630,10201582
202404,南投縣,M,木竹製品製造業,無載具,1282,1206245
202203,宜蘭縣,G,資訊服務業,使用載具,11,74529
202203,高雄市,E,陸上運輸業,使用載具,17733,16501113
202404,臺北市,A,塑膠製品製造業,無載具,596,326909068
202203,臺南市,D,塑膠製品製造業,無載具,325,14213951
202404,桃園市,H,土木工程業,無載具,117,39352725
202404,澎湖縣,X,租賃業,使用載具,428,76525
202203,桃園市,H,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,無載具,256,181617751
202404,臺中市,B,金融服務業,使用載具,779,5254412
202404,雲林縣,P,居住型照顧服務業,無載具,264,334800
202203,苗栗縣,K,運輸輔助業,使用載具,11192,814393
202404,花蓮縣,U,旅行及相關服務業,使用載具,40,4520
202203,新北市,F,人力仲介及供應業,無載具,132126,36836408
202203,新竹市,O,建築物及綠化服務業,無載具,1083,367812
202404,新竹縣,J,其他化學製品製造業,使用載具,1941,2941796
202203,花蓮縣,U,零售業,使用載具,1766130,413420847
202203,臺北市,A,其他社會工作服務業,無載具,508,228028
202203,臺中市,B,金融服務業,使用載具,214,1469915
202404,屏東縣,T,教育業,無載具,461,3392700
202203,嘉義市,I,木竹製品製造業,使用載具,162,69655
202203,南投縣,M,農、牧業,無載具,2687,1488453
202203,基隆市,C,教育業,使用載具,239,310991
202203,臺中市,B,資訊服務業,無載具,4630,7877400
202203,臺中市,B,宗教、職業及類似組織,使用載具,115,62466
202203,連江縣,Z,電信業,無載具,230,1447359
202203,雲林縣,P,廣告業及市場研究業,無載具,5,6409
202404,苗栗縣,K,郵政及快遞業,使用載具,1589,301060
202404,苗栗縣,K,運動、娛樂及休閒服務業,使用載具,24130,22443340
202203,屏東縣,T,企業總管理機構及管理顧問業,使用載具,60,220040
202404,嘉義縣,Q,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,無載具,23,27589174
202203,新竹市,O,基本金屬製造業,無載具,10,339490
202404,臺東縣,V,飲料製造業,無載具,61,60480
202404,新竹市,O,電腦、電子產品及光學製品製造業,無載具,244,185052161
202404,新北市,F,運動、娛樂及休閒服務業,使用載具,304968,369086182
202404,南投縣,M,陸上運輸業,無載具,7205,5242960
202404,桃園市,H,宗教、職業及類似組織,無載具,53,112230
202203,金門縣,W,電信業,使用載具,65767,40747983
202203,高雄市,E,倉儲業,無載具,150,75832731
202404,臺東縣,V,個人及家庭用品維修業,使用載具,129,137920
202404,彰化縣,N,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,無載具,107,20969552
202404,臺北市,A,用水供應業,使用載具,736188,313396528
202203,臺東縣,V,不動產開發業,無載具,87,13058755
202404,彰化縣,N,基本金屬製造業,無載具,27,43132344
202404,彰化縣,N,金融服務業,使用載具,609,379970
202404,新竹縣,J,郵政及快遞業,無載具,2437,1089902
202404,臺南市,D,廣告業及市場研究業,使用載具,7974,5782975
202404,新竹市,O,租賃業,無載具,621,2343124
202203,苗栗縣,K,專門設計業,無載具,1132,1701513
202404,南投縣,M,電腦、電子產品及光學製品製造業,無載具,779,263539212
202404,金門縣,W,電力及燃氣供應業,無載具,46,30702
202404,雲林縣,P,不動產開發業,無載具,2017,19725499
202203,臺中市,B,食品及飼品製造業,無載具,231253,1853198052
202404,彰化縣,N,專門營造業,無載具,4326,17657300
202404,臺東縣,V,租賃業,無載具,3043,3298611
202404,彰化縣,N,食品及飼品製造業,無載具,151432,702823460
202404,臺北市,A,個人及家庭用品維修業,無載具,18427,471511510
202404,宜蘭縣,G,資訊服務業,無載具,557,2219437
202203,臺南市,D,電力及燃氣供應業,無載具,1449,1769471
202203,南投縣,M,零售業,無載具,3946723,1637733968
202404,臺東縣,V,專門營造業,無載具,11,1520256
202404,屏東縣,T,保全及偵探業,無載具,240,1671325
202404,花蓮縣,U,木竹製品製造業,使用載具,265,237352
202203,臺北市,A,批發業,無載具,4051523,31009552154
202404,臺中市,B,皮革、毛皮及其製品製造業,無載具,272,787557
202203,臺北市,A,電信業,無載具,161359,689340927
202404,臺南市,D,行政支援服務業,無載具,1489,1709953
202203,臺中市,B,人力仲介及供應業,使用載具,7994,10287809
202404,臺北市,A,汽車及其零件製造業,無載具,107,76174695
202404,金門縣,W,電信業,無載具,940,3155692
202404,臺北市,A,水上運輸業,使用載具,377,1481853
202203,澎湖縣,X,企業總管理機構及管理顧問業,使用載具,8,22130
202404,雲林縣,P,租賃業,無載具,347,835498
202404,苗栗縣,K,其他化學製品製造業,無載具,5736,5191634
202404,苗栗縣,K,陸上運輸業,無載具,3657,1508969
202203,基隆市,C,餐飲業,無載具,568872,142529014
202203,臺北市,A,研究發展服務業,使用載具,1678,2286941
202404,新竹縣,J,租賃業,使用載具,321,896470
202404,臺北市,A,倉儲業,使用載具,3013,13928205
202203,嘉義縣,Q,行政支援服務業,無載具,49,70458
202404,高雄市,E,行政支援服務業,無載具,5754,2174696
202308,臺中市,B,旅行及相關服務業,使用載具,272,4147732
202205,新北市,F,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,使用載具,139,104855
202208,基隆市,C,保全及偵探業,無載具,90,643976
202205,花蓮縣,U,其他製造業,無載具,117,92038
202308,基隆市,C,專門營造業,無載具,618,3703376
202208,臺南市,D,批發業,使用載具,378636,605311137
202205,嘉義市,I,租賃業,使用載具,218,229825
202208,連江縣,Z,零售業,無載具,120701,27501832
202205,高雄市,E,食品及飼品製造業,使用載具,36909,12484954
202205,金門縣,W,個人及家庭用品維修業,無載具,1,4500
202208,臺南市,D,廣播、電視節目編排及傳播業,無載具,4049,7585003
202308,南投縣,M,電子零組件製造業,使用載具,66,61329
202205,苗栗縣,K,出版業,使用載具,12,173270
202308,新竹縣,J,創作及藝術表演業,無載具,276,119150
202205,臺北市,A,個人及家庭用品維修業,使用載具,3058,12123572
202308,桃園市,H,金屬製品製造業,使用載具,2652,2623247
202205,臺北市,A,用水供應業,無載具,10,124373
202308,桃園市,H,其他社會工作服務業,無載具,33,53183
202205,屏東縣,T,飲料製造業,使用載具,168,126274
202308,屏東縣,T,塑膠製品製造業,無載具,37,97530
202205,臺北市,A,皮革、毛皮及其製品製造業,無載具,234,940961
202208,臺北市,A,不動產經營及相關服務業,使用載具,44237,267796194
202308,新竹縣,J,電信業,無載具,6407,16243290
202208,新北市,F,印刷及資料儲存媒體複製業,使用載具,15905,92494760
202205,新竹市,O,廣播、電視節目編排及傳播業,無載具,1224,1816155
202205,基隆市,C,運動、娛樂及休閒服務業,無載具,1559,5722904
202205,花蓮縣,U,木竹製品製造業,使用載具,46,32901
202308,新北市,F,電力設備及配備製造業,無載具,3741,123624692
202308,桃園市,H,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,使用載具,177,1580140
202205,臺東縣,V,倉儲業,使用載具,4211,2258962
202205,臺北市,A,其他社會工作服務業,無載具,474,99738
202205,南投縣,M,不動產經營及相關服務業,使用載具,8831,1467434
202308,雲林縣,P,電腦程式設計、諮詢及相關服務業,使用載具,2,600
202208,臺南市,D,建築工程業,使用載具,260,441700
202205,嘉義市,I,食品及飼品製造業,無載具,1925,5785260
202308,彰化縣,N,不動產開發業,無載具,680,55404086
202208,澎湖縣,X,電力及燃氣供應業,使用載具,32406,85589989
202208,彰化縣,N,金屬製品製造業,使用載具,157,188560
202208,宜蘭縣,G,專門營造業,使用載具,49,76149
202308,高雄市,E,資訊服務業,無載具,552,2877215
202208,基隆市,C,餐飲業,無載具,644677,177499988
202205,臺南市,D,電信業,無載具,23852,57424692
202208,臺中市,B,土木工程業,使用載具,61,404765
202208,雲林縣,P,電子零組件製造業,無載具,4,493593
202205,新北市,F,藥品及醫用化學製品製造業,無載具,10186,208749990
202308,桃園市,H,其他社會工作服務業,使用載具,47,164665
202208,桃園市,H,其他專業、科學及技術服務業,使用載具,4342,3649114
202208,臺北市,A,紡織業,無載具,974,18799428
202308,雲林縣,P,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,使用載具,8112,5170702
202205,宜蘭縣,G,藥品及醫用化學製品製造業,無載具,11585,63830947
202205,臺北市,A,塑膠製品製造業,使用載具,239,1459644
202208,基隆市,C,零售業,無載具,4363104,1139129068
202208,臺北市,A,產業用機械設備維修及安裝業,無載具,95,3289532
202205,澎湖縣,X,零售業,無載具,849489,391510561
202208,臺東縣,V,倉儲業,無載具,55312,25888864
202205,苗栗縣,K,其他製造業,無載具,1341,179581257
202205,新竹市,O,不動產經營及相關服務業,無載具,16965,79651126
202208,宜蘭縣,G,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,使用載具,360,96644
202308,新北市,F,產業用機械設備維修及安裝業,無載具,264,1012906
202308,嘉義縣,Q,其他製造業,使用載具,120,88418
202205,新竹市,O,廢棄物清除、處理及資源回收處理業,無載具,15,814160
202208,臺南市,D,非金屬礦物製品製造業,無載具,182,48821611
202208,基隆市,C,影片及電視節目業；聲音錄製及音樂發行業,使用載具,1321,206966
202208,苗栗縣,K,租賃業,無載具,180,519167
202308,雲林縣,P,影片及電視節目業；聲音錄製及音樂發行業,使用載具,2309,286991
202205,桃園市,H,保全及偵探業,使用載具,884,6192940
202308,高雄市,E,建築物及綠化服務業,無載具,5373,8593312
202308,新竹市,O,電力設備及配備製造業,無載具,127,123143443
202308,新北市,F,建築、工程服務及技術檢測、分析服務業,無載具,6067,138557328
202205,臺北市,A,不動產開發業,無載具,327944,13597127297
202205,臺中市,B,金融服務業,無載具,817,26146067
202205,新竹市,O,影片及電視節目業；聲音錄製及音樂發行業,使用載具,9741,1167467
202308,臺中市,B,未分類其他服務業,無載具,21676,86229224
202308,嘉義縣,Q,資訊服務業,無載具,58,709250
202308,新竹市,O,電腦、電子產品及光學製品製造業,無載具,127,5938158
202205,基隆市,C,個人及家庭用品維修業,無載具,1306,3773210
202208,新北市,F,建築、工程服務及技術檢測、分析服務業,使用載具,3191,3485446
202208,新竹市,O,不動產開發業,使用載具,41005,29288810
202308,基隆市,C,家具製造業,使用載具,5,133400
202308,桃園市,H,住宿業,無載具,46344,174655809
202205,基隆市,C,專門營造業,無載具,643,2888679
202308,新竹縣,J,人力仲介及供應業,無載具,16595,2634328
202205,彰化縣,N,電腦、電子產品及光學製品製造業,無載具,131,927416
202208,臺南市,D,電腦、電子產品及光學製品製造業,使用載具,6,48157
202208,臺南市,D,資訊服務業,使用載具,768,2254007
202208,苗栗縣,K,零售業,使用載具,3176490,697343702
202205,臺中市,B,教育業,無載具,11741,63872534
202308,嘉義縣,Q,金融服務業,使用載具,208,77799
202205,新北市,F,電力及燃氣供應業,無載具,10114,431103351
202205,嘉義縣,Q,保全及偵探業,使用載具,2,3675
202208,臺北市,A,土木工程業,使用載具,78,90926
202402,臺北市,A,博弈業,無載具,6,206602963
202402,基隆市,C,批發業,使用載具,53917,42502312
202411,新竹市,O,汽車及其零件製造業,使用載具,152,1391889
202411,新竹縣,J,金屬製品製造業,使用載具,57,309590
202411,臺南市,D,不動產開發業,使用載具,3561,21890876
202402,澎湖縣,X,陸上運輸業,無載具,4001,3626083
202402,新竹縣,J,郵政及快遞業,無載具,2183,1173031
202411,苗栗縣,K,木竹製品製造業,使用載具,291,241550
202411,南投縣,M,專門設計業,使用載具,1567,2256089
202411,新竹市,O,建築、工程服務及技術檢測、分析服務業,無載具,195,63801688
202411,苗栗縣,K,未分類其他服務業,使用載具,749,2474536
202411,屏東縣,T,紡織業,無載具,124,141865
202402,桃園市,H,電腦、電子產品及光學製品製造業,無載具,3996,472579637
202411,新竹市,O,農、牧業,使用載具,82,143566
202411,新竹縣,J,租賃業,無載具,290,4548462
202411,臺北市,A,博弈業,無載具,2,344617069
202411,臺北市,A,紡織業,無載具,1433,183272494
202411,臺南市,D,印刷及資料儲存媒體複製業,無載具,1812,2107332
202411,新竹縣,J,其他製造業,無載具,30,3005661
202402,新北市,F,皮革、毛皮及其製品製造業,無載具,524,2256180
202411,澎湖縣,X,零售業,使用載具,732914,197021380
202411,新竹市,O,專門設計業,無載具,3965,10568610
202402,雲林縣,P,紡織業,使用載具,1132,1274867
202411,桃園市,H,保全及偵探業,使用載具,916,6156098
202411,花蓮縣,U,郵政及快遞業,使用載具,3477,640002
202402,屏東縣,T,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,無載具,132,3167550
202402,臺中市,B,飲料製造業,無載具,3188,3813445
202411,基隆市,C,不動產經營及相關服務業,無載具,1635,708163
202411,臺北市,A,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,無載具,300,32124584
202402,澎湖縣,X,航空運輸業,無載具,10108,2969486
202411,苗栗縣,K,污染整治業,無載具,4,12350
202411,雲林縣,P,成衣及服飾品製造業,使用載具,2147,4562884
202402,臺中市,B,建築物及綠化服務業,使用載具,458,1631330
202402,彰化縣,N,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,使用載具,428,345288
202411,新竹縣,J,金融服務業,無載具,1,50
202402,金門縣,W,用水供應業,無載具,23,142708
202411,屏東縣,T,食品及飼品製造業,無載具,63976,922466210
202411,臺中市,B,林業,使用載具,38,118676
202402,臺南市,D,建築物及綠化服務業,使用載具,540,315834
202402,高雄市,E,保全及偵探業,使用載具,1004,6574943
202402,桃園市,H,運輸輔助業,使用載具,901048,99451725
202402,新北市,F,郵政及快遞業,使用載具,4575,3909314
202411,高雄市,E,證券期貨及金融輔助業,無載具,5616,77653749
202411,屏東縣,T,租賃業,使用載具,171,464260
202411,彰化縣,N,紡織業,無載具,1939,32180437
202411,臺中市,B,電腦程式設計、諮詢及相關服務業,無載具,2682,11908082
202411,金門縣,W,飲料製造業,無載具,613,63200306
202402,新北市,F,機械設備製造業,無載具,8081,139401545
202402,臺北市,A,藥品及醫用化學製品製造業,無載具,11391,207696766
202411,桃園市,H,保險業,無載具,1052,1229088
202411,彰化縣,N,印刷及資料儲存媒體複製業,使用載具,648,1533165
202411,桃園市,H,其他社會工作服務業,使用載具,101,306289
202411,臺北市,A,紙漿、紙及紙製品製造業,無載具,435,2121006
202402,臺北市,A,郵政及快遞業,無載具,6293,4903665
202411,宜蘭縣,G,陸上運輸業,無載具,6949,1697952
202411,新竹市,O,出版業,使用載具,774,1773220
202402,桃園市,H,金屬製品製造業,無載具,3094,127579509
202402,屏東縣,T,批發業,使用載具,111065,123745001
202402,宜蘭縣,G,漁業,使用載具,6,5296
202402,臺南市,D,電力設備及配備製造業,使用載具,59,261892
202402,屏東縣,T,其他社會工作服務業,無載具,175,43599
202402,臺南市,D,專門營造業,使用載具,9621,11662178
202411,屏東縣,T,化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維製造業,無載具,153,3875180
202402,新竹縣,J,零售業,無載具,5346366,2099752289
202411,宜蘭縣,G,創作及藝術表演業,無載具,3575,1423396
202411,臺北市,A,電信業,使用載具,15432514,11475919165
202411,臺北市,A,創作及藝術表演業,無載具,25380,52180402
202411,新北市,F,教育業,無載具,21077,111362270
202411,高雄市,E,廣告業及市場研究業,無載具,5932,9630193
202411,雲林縣,P,非金屬礦物製品製造業,無載具,57,2456197
202402,雲林縣,P,專門營造業,無載具,99,2148601
202411,嘉義市,I,零售業,使用載具,2514130,1258277376
202402,臺北市,A,旅行及相關服務業,使用載具,815,2681680
202402,雲林縣,P,不動產開發業,無載具,2048,12857413
202402,新竹縣,J,廣播、電視節目編排及傳播業,使用載具,30216,35622331
202402,彰化縣,N,其他製造業,使用載具,8009,6912723
202411,新竹縣,J,影片及電視節目業；聲音錄製及音樂發行業,使用載具,3047,385141
202411,南投縣,M,建築工程業,使用載具,1624,88240
202402,彰化縣,N,紡織業,無載具,1930,32277843
202402,臺北市,A,成衣及服飾品製造業,無載具,1680,3998645
202411,新竹市,O,居住型照顧服務業,無載具,375,477775
202402,臺中市,B,電力及燃氣供應業,使用載具,977295,1311876307
202402,新竹縣,J,藥品及醫用化學製品製造業,無載具,11257,159040610
202402,高雄市,E,居住型照顧服務業,使用載具,76,1977267
202411,臺北市,A,出版業,使用載具,157955,236772116
202411,臺東縣,V,水上運輸業,無載具,38,60730
202402,雲林縣,P,陸上運輸業,使用載具,1236,1529996
202402,彰化縣,N,廣播、電視節目編排及傳播業,使用載具,4756,13415926
202402,彰化縣,N,陸上運輸業,無載具,9982,12164490
202411,苗栗縣,K,金屬製品製造業,無載具,108,1973202
202402,苗栗縣,K,廣告業及市場研究業,使用載具,30,34802
202402,新竹縣,J,租賃業,無載具,431,2218890
202411,桃園市,H,木竹製品製造業,使用載具,1,2900
202411,臺南市,D,非金屬礦物製品製造業,使用載具,24,153980
202402,臺北市,A,研究發展服務業,無載具,228,35689276
202402,宜蘭縣,G,出版業,使用載具,1089,600698
202406,花蓮縣,U,影片及電視節目業；聲音錄製及音樂發行業,使用載具,3502,695237
202406,嘉義市,I,企業總管理機構及管理顧問業,使用載具,249,148430
202202,雲林縣,P,運輸輔助業,無載具,99269,8395059
202202,苗栗縣,K,印刷及資料儲存媒體複製業,無載具,65,62701
202202,新竹縣,J,專門設計業,無載具,1,990
202406,彰化縣,N,運輸輔助業,無載具,303539,22199144
202202,屏東縣,T,建築工程業,無載具,6,1285000
202202,臺中市,B,人力仲介及供應業,無載具,21913,50984844
202406,花蓮縣,U,用水供應業,使用載具,56572,24766865
202202,臺北市,A,倉儲業,無載具,9747,75192767
202406,宜蘭縣,G,住宿業,無載具,52969,193220939
202406,臺中市,B,創作及藝術表演業,無載具,6004,3888285
202406,新竹市,O,運動、娛樂及休閒服務業,使用載具,57942,76163841
202406,新竹縣,J,藥品及醫用化學製品製造業,使用載具,899,974080
202406,臺中市,B,保險業,使用載具,1962,701170
202406,彰化縣,N,塑膠製品製造業,無載具,1055,77820759
202406,新北市,F,成衣及服飾品製造業,使用載具,3056,7463332
202406,花蓮縣,U,研究發展服務業,使用載具,175,142330
202202,臺南市,D,企業總管理機構及管理顧問業,使用載具,386,793303
202202,臺東縣,V,廣告業及市場研究業,無載具,95,97975
202406,宜蘭縣,G,金融服務業,無載具,758,801736
202406,花蓮縣,U,飲料製造業,使用載具,798,417057
202202,臺南市,D,電子零組件製造業,使用載具,238,271661
202202,高雄市,E,廢棄物清除、處理及資源回收處理業,無載具,298,2029030
202202,彰化縣,N,家具製造業,無載具,18,1039346
202406,彰化縣,N,租賃業,無載具,6792,9468664
202202,臺南市,D,藥品及醫用化學製品製造業,使用載具,10,55828
202406,新北市,F,建築物及綠化服務業,使用載具,3896,5587665
202406,新北市,F,租賃業,無載具,4242,13736108
202406,嘉義市,I,餐飲業,使用載具,690795,211573022
202406,新竹縣,J,電力設備及配備製造業,使用載具,30,182250
202406,基隆市,C,食品及飼品製造業,使用載具,4710,893431
202202,桃園市,H,電腦程式設計、諮詢及相關服務業,無載具,4110,11503296
202406,南投縣,M,機械設備製造業,使用載具,1,30000
202202,屏東縣,T,保全及偵探業,無載具,192,1495200
202202,宜蘭縣,G,證券期貨及金融輔助業,使用載具,199,127192
202202,高雄市,E,保險業,使用載具,3482,3754166
202406,桃園市,H,不動產經營及相關服務業,無載具,32867,580415754
202202,嘉義市,I,廣播、電視節目編排及傳播業,無載具,57,116199
202406,臺南市,D,建築、工程服務及技術檢測、分析服務業,使用載具,337,3662055
202202,宜蘭縣,G,陸上運輸業,使用載具,43012,13118363
202406,新竹市,O,電力設備及配備製造業,無載具,71,148786
202406,臺中市,B,租賃業,無載具,7476,52381997
202406,金門縣,W,石油及天然氣礦業,無載具,1,235173
202406,臺東縣,V,運動、娛樂及休閒服務業,使用載具,2850,6427571
202202,屏東縣,T,土木工程業,使用載具,5838,719609
202406,屏東縣,T,其他社會工作服務業,無載具,250,82344
202406,臺北市,A,保險業,無載具,7625,462739937
202406,臺南市,D,航空運輸業,使用載具,493,64694
202406,花蓮縣,U,零售業,無載具,2667695,1046079452
202202,高雄市,E,零售業,無載具,25356311,11552034508
202406,臺北市,A,醫療保健業,使用載具,12666,71419645
202202,臺中市,B,廣告業及市場研究業,無載具,4273,12184127
202406,臺南市,D,電腦、電子產品及光學製品製造業,無載具,470,286227462
202202,南投縣,M,人力仲介及供應業,使用載具,432,877050
202202,高雄市,E,水上運輸業,無載具,78,659194
202406,桃園市,H,保全及偵探業,無載具,535,11738160
202406,雲林縣,P,教育業,無載具,780,4155338
202406,臺中市,B,金屬製品製造業,無載具,5094,86546566
202202,桃園市,H,電腦程式設計、諮詢及相關服務業,使用載具,5046,3577349
202406,臺中市,B,專門設計業,無載具,2384,13723845
202406,新北市,F,醫療保健業,無載具,2668,31233643
202406,臺北市,A,污染整治業,無載具,1,1000
202406,苗栗縣,K,電力設備及配備製造業,無載具,114,264288
202202,桃園市,H,橡膠製品製造業,無載具,3,9710
202202,彰化縣,N,不動產經營及相關服務業,無載具,13647,6822598
202406,彰化縣,N,食品及飼品製造業,使用載具,55342,48421537
202406,嘉義縣,Q,資訊服務業,無載具,39,914700
202406,臺北市,A,出版業,使用載具,124001,184592338
202406,屏東縣,T,廣播、電視節目編排及傳播業,無載具,1019,805497
202406,臺南市,D,電信業,使用載具,1265220,809526126
202406,新北市,F,餐飲業,使用載具,6670966,1959489824
202406,雲林縣,P,其他專業、科學及技術服務業,無載具,2,51150
202202,金門縣,W,影片及電視節目業；聲音錄製及音樂發行業,使用載具,148,27848
202202,臺中市,B,電力及燃氣供應業,無載具,5714,790714139
202406,桃園市,H,其他運輸工具及其零件製造業,使用載具,222,84325
202406,臺東縣,V,郵政及快遞業,使用載具,17600,2808228
202406,彰化縣,N,印刷及資料儲存媒體複製業,無載具,107,75109
202202,宜蘭縣,G,土木工程業,無載具,249,177784
202202,臺南市,D,批發業,無載具,926355,2042687185
202406,臺中市,B,機械設備製造業,使用載具,33,11580
202406,南投縣,M,廢棄物清除、處理及資源回收處理業,使用載具,32,26509
202202,彰化縣,N,電力及燃氣供應業,使用載具,433148,599192757
202202,桃園市,H,批發業,無載具,1168459,2200190412
202406,臺南市,D,土木工程業,使用載具,24362,10067542
202406,雲林縣,P,石油及煤製品製造業,無載具,50,58798496
202406,雲林縣,P,行政支援服務業,使用載具,3769,310462
202406,南投縣,M,基本金屬製造業,無載具,227,390511771
202202,屏東縣,T,土木工程業,無載具,4958,628655
202406,臺中市,B,木竹製品製造業,無載具,459,4695681
202202,宜蘭縣,G,人力仲介及供應業,無載具,6567,751076
202406,宜蘭縣,G,電力設備及配備製造業,無載具,58,78231
202406,金門縣,W,零售業,無載具,382299,134999422
202406,臺南市,D,醫療保健業,無載具,342,7762703
202406,彰化縣,N,汽車及其零件製造業,無載具,539,1298380779
202404,臺中市,B,紙漿、紙及紙製品製造業,無載具,920,28173065
202203,臺南市,D,影片及電視節目業；聲音錄製及音樂發行業,使用載具,6779,1017565
202404,基隆市,C,個人及家庭用品維修業,無載具,1376,4868504
202203,新竹市,O,居住型照顧服務業,無載具,135,179932
202203,臺中市,B,行政支援服務業,無載具,3685,33722364
202404,屏東縣,T,個人及家庭用品維修業,使用載具,4178,8126609
202404,新北市,F,不動產經營及相關服務業,無載具,48869,4578383506
202404,基隆市,C,電腦程式設計、諮詢及相關服務業,無載具,17,58724
202203,苗栗縣,K,塑膠製品製造業,無載具,7,360235
202203,臺中市,B,成衣及服飾品製造業,無載具,61,156514
202404,高雄市,E,電腦、電子產品及光學製品製造業,無載具,249,69889936
202404,桃園市,H,橡膠製品製造業,無載具,3,5840
202404,新北市,F,汽車及其零件製造業,使用載具,217676,326671607
202203,嘉義市,I,餐飲業,使用載具,257297,69231971
202203,新北市,F,陸上運輸業,無載具,47801,37543106
202404,高雄市,E,建築工程業,無載具,72,6588736
202203,南投縣,M,其他化學製品製造業,使用載具,97,129647
202203,南投縣,M,人力仲介及供應業,使用載具,433,868852
202404,臺中市,B,電力及燃氣供應業,無載具,7412,1391806582
202404,澎湖縣,X,電力及燃氣供應業,無載具,14,3425
202203,新北市,F,塑膠製品製造業,使用載具,5788,6383312
202203,嘉義市,I,陸上運輸業,使用載具,1165,1370108
202203,新北市,F,倉儲業,使用載具,100098,252426009
202203,臺北市,A,創作及藝術表演業,使用載具,29522,20642844
202203,宜蘭縣,G,建築物及綠化服務業,使用載具,16,18799
202404,連江縣,Z,用水供應業,無載具,5,13900
202404,新竹市,O,資訊服務業,無載具,704,2420807
202404,基隆市,C,石油及天然氣礦業,無載具,21,172141388
202404,新竹市,O,教育業,使用載具,1437,9383863
202404,高雄市,E,產業用機械設備維修及安裝業,無載具,4,14500
202404,嘉義市,I,廣告業及市場研究業,無載具,70,344747
202404,臺中市,B,石油及煤製品製造業,使用載具,92813,33723515
202203,新北市,F,木竹製品製造業,無載具,552,16933929
202404,臺南市,D,建築、工程服務及技術檢測、分析服務業,使用載具,359,3834661
202404,屏東縣,T,印刷及資料儲存媒體複製業,使用載具,12,1264
202404,彰化縣,N,電信業,使用載具,814974,514170595
202404,臺南市,D,紡織業,使用載具,1168,16389471
202203,澎湖縣,X,石油及天然氣礦業,無載具,2030,35934095
202404,花蓮縣,U,批發業,無載具,71158,231469987
202404,臺南市,D,創作及藝術表演業,使用載具,23835,9466264
202404,臺北市,A,石油及煤製品製造業,使用載具,61533,20388109
202404,新竹縣,J,行政支援服務業,使用載具,49987,20022050
202404,花蓮縣,U,橡膠製品製造業,無載具,3,3812
202203,嘉義縣,Q,食品及飼品製造業,使用載具,854,588727
202203,苗栗縣,K,電子零組件製造業,使用載具,206,1174225
202203,臺南市,D,建築工程業,使用載具,1840,2866880
202203,臺北市,A,非金屬礦物製品製造業,使用載具,76,134255
202203,嘉義縣,Q,紡織業,無載具,70,27546296
202203,苗栗縣,K,未分類其他服務業,使用載具,214,2614958
202203,臺北市,A,不動產經營及相關服務業,使用載具,45784,648859325
202404,嘉義市,I,餐飲業,無載具,1071219,267491571
202404,嘉義市,I,專門營造業,無載具,53,1994300
202404,苗栗縣,K,個人及家庭用品維修業,使用載具,2212,9396063
202203,澎湖縣,X,電力及燃氣供應業,使用載具,25062,41017529
202404,新北市,F,藥品及醫用化學製品製造業,使用載具,5,9670
202203,基隆市,C,運動、娛樂及休閒服務業,無載具,3176,9474603
202404,花蓮縣,U,影片及電視節目業；聲音錄製及音樂發行業,無載具,2284,451264
202404,新北市,F,紡織業,使用載具,5295,7440588
202203,新竹市,O,倉儲業,使用載具,7,79370
202404,臺中市,B,成衣及服飾品製造業,使用載具,244,410342
202404,嘉義市,I,廣播、電視節目編排及傳播業,使用載具,9641,14157075
202203,臺南市,D,住宿業,使用載具,12730,26586827
202404,高雄市,E,出版業,使用載具,16014,33162256
202404,宜蘭縣,G,郵政及快遞業,無載具,4443,3017531
